specObjID,class,subClass,z,ra,dec,plate,fiberID,MJD,OII3726,OIII4959,OIII5007,HBeta,HAlpha,NII6584,logM
1109044984130070528,GALAXY,,0.1526991,316.7451,-1.0036838,985,122,52431,-1.9454669999999998,-1.4494049999999998,7.804899000000001,6.608263000000001,39.346109999999996,22.221829999999997,11.493861934527303
1109048282664953856,GALAXY,,0.09651325,316.70743999999996,-0.85736543,985,134,52431,27.076829999999998,-1.7155669999999998,12.545010000000001,26.0227,44.58988,33.34345,11.194822610216502
1155242891447134208,GALAXY,STARFORMING,0.06002479,318.19922,-1.0451081,1026,253,52558,114.9568,27.834770000000002,85.16271,97.76623000000001,493.6882,244.8697,10.338368319405301
1110137624011499520,GALAXY,STARFORMING,0.0512129,319.61732,-0.61064026,986,1,52443,0.0,6.579255,21.0888,44.66903,180.2309,81.59680999999999,10.6160398991971
1106789611104921600,GALAXY,STARFORMING,0.02993406,313.62687999999997,-0.13913079,983,109,52443,249.0002,41.601259999999996,135.9916,159.4735,530.2671,131.1604,9.83160178969365
1107958391948470272,GALAXY,,0.13623020000000002,314.05694,-0.091396335,984,265,52442,6.1981269999999995,0.161368,8.947563,10.49559,21.88565,11.48136,11.5138619849529
1107986979250792448,GALAXY,,0.06052183,314.28493,1.1347642,984,369,52442,36.40688,10.909410000000001,26.89742,39.99573,154.9967,108.6358,10.8542950772564
1107985329983350784,GALAXY,,0.1345905,314.34099,1.1078274,984,363,52442,27.511129999999998,-6.668166,4.6357610000000005,7.267034,36.11336,29.1534,11.368178487620803
1113593389477029888,GALAXY,STARFORMING,0.1033825,322.82416,-0.87268611,989,285,52468,34.081509999999994,8.243196000000001,17.14201,35.250690000000006,107.0575,34.67536,10.424002371539999
421165760044361728,GALAXY,STARFORMING,0.093178,332.98708999999997,-0.96809777,374,288,51791,9.127089999999999,4.100528,9.835558,35.39806,122.3087,49.86084,10.884852349386199
1661840406855313408,GALAXY,STARFORMING,0.07734468,334.16812000000004,-0.9676299999999999,1476,44,52964,26.13164,8.050787,29.79185,56.06377,301.7276,112.9446,7.77690722851942
764501191555049472,GALAXY,STARBURST,0.02981126,349.37335,-0.85114643,679,55,52177,507.4293,868.8442,2527.269,587.1847,1839.1870000000001,64.93771,9.28766646220332
431299409414744064,GALAXY,STARBURST,0.01459153,350.14666,-0.88089692,383,290,51818,0.0,1225.38,3883.13,870.4802,2808.8540000000003,116.1159,8.94428765222326
439135905039542272,GALAXY,,0.1066703,5.3675931,-1.2116578000000002,390,127,51900,6.818969999999999,-0.23736010000000002,4.25218,16.79007,61.62316,27.52478,11.1428852728805
774685968199346176,GALAXY,,0.1069878,5.4322707,-0.85434991,688,243,52203,-0.6646155,0.35444990000000004,2.263811,2.338246,10.18435,0.25381370000000003,11.237539176207
1225004711430612992,GALAXY,,0.10615430000000001,5.43316,-0.85364,1088,93,52929,5.769569000000001,-3.04107,-0.3711474,-5.029567,-1.465209,-0.6777083,11.024330491940802
442503157621221376,GALAXY,,0.11141140000000001,11.52086,-0.97721061,393,89,51794,1.176711,0.8396295,8.697359,-1.8953810000000002,0.8086488000000001,-5.364726,11.127036550981
443606794414090240,GALAXY,,0.04377864,13.62444,-1.1712639,394,8,51913,-58.12133000000001,1.90275,3.353726,0.5302493,3.385008,5.222072,10.126422508687698
1114723962257958912,GALAXY,,0.2105156,324.5213,-0.50236101,990,302,52465,26.266270000000002,1.094794,9.490037,0.5440505,43.20681,21.51746,11.6590884436575
1246458657843996672,GALAXY,,0.130462,326.95709,-0.5337,1107,318,52968,62.94534,-13.214179999999999,8.419573,16.75979,35.980509999999995,13.07876,11.200602715741502
424536593756350464,GALAXY,STARFORMING,0.10716769999999999,338.77852,-0.57388258,377,263,52145,24.648989999999998,4.958817,21.73578,41.52858,248.6025,128.4831,11.1102363126647
1227242492034836480,GALAXY,STARFORMING,0.03161843,2.52555,-0.43833,1090,42,52903,169.389,94.78285,269.5726,144.6712,592.8812,87.44228000000001,9.04386283511927
439174113068607488,GALAXY,STARFORMING,0.06407763,4.4758677,-0.68636551,390,266,51900,17.58061,1.370315,10.73727,22.6954,121.7947,51.521679999999996,10.2824707813309
774702735751669760,GALAXY,STARBURST,0.06932662,4.6179255999999995,-0.56956078,688,304,52203,231.0739,59.11306,179.3622,506.5872,1910.033,769.7728,10.4749873363757
1678727256727382016,GALAXY,STARFORMING,0.03292816,4.879452,-0.60177,1491,38,52996,55.345009999999995,9.218669,32.70643,48.172470000000004,156.0314,34.77625,7.90438092122952
1112460068739115008,GALAXY,STARFORMING,0.13299520000000004,321.64856000000003,-0.0023632001000000002,988,258,52520,15.04204,3.641596,6.380458,48.90522,232.7635,78.75658,10.879218249162399
1112432855826327552,GALAXY,,0.1360651,322.45018,-0.14317493,988,159,52520,-0.2616139,2.454046,2.027446,6.867789,49.16667,34.86354,11.031463380399
420014571319748608,GALAXY,,0.1535275,331.55737,-0.062593896,373,196,51788,5.675693,6.910099000000001,10.04738,40.64649,205.3035,79.36055999999999,11.312325655875302
427890922932430848,GALAXY,,0.1797889,345.04266,-0.09274956,380,178,51792,-30.59305,0.9479771,11.53743,1.772282,1.77395,2.506336,11.604968527964498
762279635508553728,GALAXY,,0.1797066,345.04236000000003,-0.092055039,677,165,52606,9.249547,-1.331524,7.688232000000001,2.700508,25.718870000000003,20.348979999999997,11.539344248120699
431292812344977408,GALAXY,STARBURST,0.05678048,350.53332,-0.05394579099999999,383,266,51818,692.1503,401.7469,1231.278,469.8237,1473.047,146.8927,10.1927458010051
433517673536579584,GALAXY,STARFORMING,0.07796384,355.37782999999996,-0.54768516,385,168,51783,22.676820000000003,7.724417999999999,10.05782,36.994690000000006,169.1563,73.43287,10.7317660515646
772408884919822336,GALAXY,STARFORMING,0.1584809,2.1158460999999997,-0.0049286293,686,151,52519,97.30530999999999,28.47826,92.16479,202.3467,848.5781,487.7298,11.200298516270099
1681051623251535872,GALAXY,,0.161115,5.780106,-0.06349199999999999,1493,302,52933,-0.41650950000000003,-1.343201,0.14198629999999998,2.514859,9.438025,2.805508,11.584737761834099
439238984254646272,GALAXY,,0.1609743,5.7316244,-0.14667802,390,502,51900,8.297457000000001,0.48237290000000005,10.27811,8.389054,31.467670000000002,28.23755,11.3967535753159
774629618228422656,GALAXY,STARFORMING,0.06849708,7.228550599999999,-0.073011798,688,38,52203,16.45159,11.75494,22.41256,60.8106,285.6953,117.4149,10.773233680825602
442554559789819904,GALAXY,,0.01330698,10.349474,-0.064968354,393,276,51794,0.0,0.3852063,10.67733,11.605889999999999,30.77504,5.4680290000000005,9.21362630244568
444869856215459840,GALAXY,STARFORMING,0.14186310000000002,14.817347,-0.050816094000000006,395,507,51783,10.8206,6.8372720000000005,13.71807,34.19269,198.5035,138.2312,11.152551928978697
1111394642022131712,GALAXY,STARBURST,0.08627404,320.54331,0.39146679999999995,987,478,52523,131.1031,22.958879999999997,70.32334,109.8592,373.0205,106.8237,10.3552852962158
1111300908655863808,GALAXY,,0.08703393,320.55069,0.24249912,987,137,52523,7.7314169999999995,1.9476630000000001,5.704305000000001,7.725167,33.8439,15.585579999999998,10.692105015769801
